,course,url
0,Course at Wente Vineyards,http://www.wentegolf.com
0,Broken Tee Golf Course,missing
0,East Pines West White Oak Course at Inwood Forest Golf & Country Club,missing
0,Willow Glen Golf Course,missing
0,Marsh Bay Course at Bluewater Bay Resort,http://www.bwbresort.com
0,Pelican Osprey Course at Burnt Store Marina & Country Club,missing
0,Deer Park Golf Course,missing
0,Moores Mill Golf Club,http://www.mooresmillgolfclub.com
0,Sea Oaks Golf Club,http://www.seaoaksgolf.com
0,Sandtrap Golf Course,missing
0,West East Course at Old Oakland Golf Club,missing
0,Powderhorn Golf Course,missing
0,Big Met Golf Course,http://www.clemetparks.com/recreation/golf/big_met.asp
0,Bluegrass Yacht & Country Club,missing
0,Kansas City Country Club,missing
0,Boise Ranch Golf Course,missing
0,Glacier Wood Golf Club,missing
0,Woods Golf Course,missing
0,Fairways Golf & Country Club,http://www.fairwaysgolfclub.com
0,Holdrege Country Club,missing
0,Stonebridge Golf Links & Country Club,http://stonebridgeglcc.com
0,Four Seasons Country Club,missing
0,Callier Springs Country Club,missing
0,Heather Downs Country Club,missing
0,Crawfordsville Municipal Golf Course,missing
0,Scothurst Country Club,missing
0,Oak Mountain Championship Golf Course,http://www.oakmountaingolf.com
0,Forest Park Country Club,missing
0,Minnechaug Golf Course,missing
0,Olde Creek Course at Shenvalee,http://www.shenvalee.com
0,Useless Bay Golf & Country Club,missing
0,Waterloo Golf Course,missing
0,Cato Golf Club,http://www.catogolfclub.com
0,Doublegate Country Club,missing
0,Red Course at Golf Club of Avon,missing
0,Corte Bella Golf Club,missing
0,New Jersey National Golf Club,http://www.newjerseynational.com
0,Walnut Lane Golf Club,missing
0,Seven Rivers Golf & Country Club,missing
0,Ridgemoor Country Club,missing
0,Vineyard Golf Course,missing
0,Friars Presidio Course at Riverwalk Golf Club,http://www.riverwalkgc.com
0,Blue White Course at Hickory Hill Golf Course,missing
0,Huntington Golf Club,missing
0,West Public Course at Drumlins Golf Club,http://www.drumlins.com
0,River Garden Course at Wander Springs Golf Course,http://www.wandersprings.com
0,Southern Gales Golf Club,missing
0,Country Club of Colorado,missing
0,Fairlawn Golf Club,missing
0,City of Portsmouth Bide-A-Wee Golf Course,http://www.portsmouth.va.us/golf/bideawee/bawdesc.htm
0,Pebble Creek Golf Course,missing
0,William Land Park Municipal Golf Course,missing
0,Ontario Golf Club,missing
0,Victoria Club,missing
0,KateHaven Golf Course,missing
0,Franklin Park Golf Course,missing
0,Country Club Course at Detroit Country Club,missing
0,Yalobusha Country Club,missing
0,Scotland Golf Club,missing
0,1 & 10 Course at University Park Country Club,missing
0,Chi Chi Rodriguez Golf Club,http://www.chichi.org
0,Sun City Vistoso Golf Course,missing
0,Mid-Channel Golf Course,missing
0,Logan Golf & Country Club,missing
0,New Ulm Country Club,missing
0,Otis Park Golf Course,missing
0,Creekside Valley Course at Timberton Golf Club,missing
0,Creek Valley Course at Aliso Viejo Golf Club,http://www.alisogolf.com
0,Willows Course at Little Crow Country Club,missing
0,Gordon Golf & Country Club,missing
0,Shadow Course at Lost Canyons Golf Club,http://www.lostcanyons.com
0,North Course at Fairmont Turnberry Isle Resort & Club,http://www.fairmont.com
0,Natural Marsh Course at Binder Park Municipal Golf Course,missing
0,Vista Valley Country Club,http://www.vistavalley.org
0,RECCE Point Golf Course,missing
0,Chandler Park Golf Course,missing
0,New Mexico Highlands University Golf Course,missing
0,Forest Course at Eagles Golf Club,missing
0,Illinois State University Golf Course,missing
0,Manor Valley Country Club,missing
0,Palm Oak Course at Foxfire Golf Club,missing
0,Columbia Golf & Country Club,missing
0,East Course at Pocono Manor Inn & Golf Resort,missing
0,Oxbow Golf & Country Club,missing
0,East Course at Broadmoor Golf Club,http://www.broadmoor.com
0,Morris County Golf Club,missing
0,Baileyton Golf Club,missing
0,Pine Harbor Golf Club,missing
0,Eighteen Hole Course at Nancy Lopez Legacy Golf & Country Club,missing
0,Ashtabula Country Club,missing
0,Hanks Woodlake Ranch,missing
0,Palm Course at Sunol Valley Golf Course,http://www.sunolvalley.com
0,Bald Knob Country Club,missing
0,Woodland Hills Golf & Country Club,missing
0,Key West Golf Club,http://www.keywestgolf.com
0,Hill N Dale Golf Country Club,missing
0,Cumberland Golf Club,missing
0,Trumann Country Club,missing
0,Rockwood Municipal Golf Course,missing
0,North South Course at Mountain Gate Country Club,http://www.mtngatecc.com
0,Main Course at Brookline Country Club,missing
0,Pinehurst Nine Hole Course at Pinehurst Country Club,missing
0,Bay Breeze Golf Course & Driving Range,missing
0,Silver Bronze Course at Bermuda Run Country Club,missing
0,Blue Red Course at Army Navy Country Club - Fairfax,missing
0,Slammer & the Squire Course at World Golf Village,http://www.wgv.com
0,Norway Course at McGuires Resort,missing
0,Lake Miltona Golf Club,http://www.lakemiltonagolfclub.com
0,Blue Heron Golf & Country Club,missing
0,Hendersonville Country Club,missing
0,Barronett Hills Golf Course,missing
0,Shady Hollow Golf Club,missing
0,Capital City Country Club,missing
0,Eldon Country Club,missing
0,Live Oak RV Golf Course,missing
0,Illini Country Club,missing
0,Club at Savannah Harbor,missing
0,Par Three Course at Windy Hill Golf Course,missing
0,Highlands Course at Mississippi National Golf Links,missing
0,Moose Run Course at Moose Run Golf Course,missing
0,Big Foot Country Club,missing
0,Boulder Ridge Country Club,missing
0,Cherokee Grove Golf Club,missing
0,Verdae Greens Golf Club,missing
0,Orange Red Course at Lambert Acres Golf Club,missing
0,Merkel Golf Course,missing
0,Meadows Lakes Course at Mystic Creek Golf Club,missing
0,Sound River Course at Pelican Sound Golf & River Club,http://www.pelicansoundgrc.com
0,South Course at Victor Hills Golf Club,missing
0,Charlie Vettiner Golf Course,missing
0,Palo Cedro Golf Club,missing
0,Calvert Country Club,missing
0,Tatum Ranch Golf Club,http://www.tatumranchgc.com
0,Anaconda Country Club,missing
0,PrairieView Golf Course,http://www.prairieviewgolf.com
0,Crossgates Golf Course,missing
0,Course at Raspberry Hill,missing
0,Pitch-n-Putt Course at Golf Park at Rehoboth Beach,missing
0,White Blue Course at Rockwood Golf Course,missing
0,Rosebrook Golf Course,missing
0,Brooksville Golf & Country Club,missing
0,Red Lion Country Club,missing
0,Pine Meadow Golf Club,missing
0,Pines Hotel & Golf Club,missing
0,Hobbs Hole Golf Course,missing
0,Palmetto Post Oak Course at Longwood Golf Club,missing
0,Lisbon Village Country Club,missing
0,Pampa Country Club,missing
0,Pevely Farms Golf Club,missing
0,Twin Lake Village Par 3 Golf Course,missing
0,Riverdale Country Club,missing
0,Trinity Alps Golf & Country Club,missing
0,Scottsdale Course at Bella Vista Village Golf Courses,http://www.bellavistapoa.com
0,Sparta Golf & Country Club,missing
0,Great 28 Course at Marty Sanchez Links de Santa Fe,missing
0,Harmony Golf Club,missing
0,Rutland Country Club,missing
0,Chardon Lakes Golf Course,missing
0,Okanogan Valley Golf Club,missing
0,McMillen Park Golf Course,missing
0,Genessee Hills Golf Course,missing
0,Radley Run Country Club,missing
0,Clinton Hill Country Club,missing
0,East Creek Course at J. F. Kennedy Family Golf Center,missing
0,Vassar Golf & Country Club,missing
0,Cardinal Course at Newport News Golf Club,missing
0,Pickwick Landing State Park Golf Course,missing
0,Whispering Oaks Golf & Country Club,missing
0,Clayton Park Golf Course,missing
0,Pine Lakes Golf Club,missing
0,Bear Trace at Chickasaw,http://www.beartrace.com/chickasaw/
0,Macon Family Golf Course,missing
0,Hills Course at Pecan Valley Municipal Golf Course,missing
0,College Heights Country Club,missing
0,Minnesott Golf & Country Club,missing
0,Taranwould Golf Course,missing
0,Cattail Creek Golf Club,missing
0,Pacific Grove Municipal Golf Course,http://www.ci.pacific-grove.ca.us
0,Lonesome Dove Golf Course,missing
0,Short Course at Cimarron Golf Club,http://www.cimarrongolf.com
0,Open Championship Course at International World Tour Golf Links,http://www.worldtourmb.com
0,Coffeyville Country Club,missing
0,Dixon Country Club,missing
0,Port Clinton Golf Course,missing
0,Golden Hills Golf & Country Club,http://www.goldenhillsgolf.com
0,Hansford Golf Course,missing
0,Golf Club at Briars Creek,http://www.briarscreek.com
0,Pablo Creek Club,missing
0,Blue Red Course at Lake Windsor Golf Club,http://www.lakewindsor.com
0,Two Three Course at Country Club at the Legends,missing
0,Flushing Valley Country Club,missing
0,Aspen Valley Golf Club,missing
0,Wee Links Par 3 Course at Lakewood Shores Resort,http://www.lakewoodshores.com
0,Greens at Deerfield,missing
0,Branson Bay Golf Course,missing
0,Johnson W. Parks Golf Course,missing
0,Canyon Meadow Course at Fox Hollow at Lakewood,missing
0,Hilltop Lakes Resort,missing
0,Bristol Oaks Country Club,http://www.bristoloaks.com
0,Legion Memorial Golf Course,missing
0,Antelope Hills Golf Course,missing
0,Sapulpa Municipal Golf Course,missing
0,Cloverleaf Golf Course,missing
0,Pusch Ridge Course at Hilton Tucson El Conquistador Golf & Tennis Resort,http://hiltonelconquistador.com
0,Old Elm Club,missing
0,Course at Westland,missing
0,Frank Skul Memorial Golf Course,missing
0,Briar Leaf Golf Club,missing
0,Kis-N-Greens Golf Course,missing
0,Blueberry Hill Golf Club,missing
0,Centennial Valley Golf & Athletic Club,missing
0,Brook Hill Golf Club,http://www.brookhillgc.com
0,West South Course at Cascade Hills Country Club,missing
0,Bennington Golf Club & Driving Range,missing
0,Lake View Golf & Country Club,missing
0,Heather Hills Golf Club,http://www.heatherhills.net
0,Montpelier Elks Country Club,missing
0,Studebaker Municipal Golf Course,missing
0,St. Paul Country Club,missing
0,Encanto Nine Golf Course,missing
0,Dinaland Golf Course,missing
0,Pine Crest Par III,missing
0,Archer City Country Club,missing
0,New Berlin Hills Golf Course,http://www.newberlinhillsgolf.com
0,Olde Farm Golf Club,missing
0,Cypress Point,missing
0,Cedar Bend Golf Club,http://www.oregongolf.com/cedar_bend?index.htm
0,Golf Academy at Broad Run,missing
0,Springfield Country Club,missing
0,Eunice Municipal Golf Course,missing
0,Talbot Country Club,missing
0,Southern Meadows Par Four,http://www.southernmeadows.com
0,Hillwood Country Club,missing
0,Bella Vista Country Club,missing
0,Ida Grove Golf & Country Club,missing
0,Tawakoni Golf Club,missing
0,Meadow Brook Golf Club,missing
0,Loup City Golf Club,missing
0,Creek Course at Cypresswood Golf Club,http://www.cypresswood.com
0,Great Hills Golf Club,missing
0,Waverly Country Club,missing
0,Fernhill Golf & Country Club,missing
0,Fenton Farms Golf Club,missing
0,Foothills Country Club,missing
0,Shady Acres Golf Course,missing
0,Burlingame Country Club,missing
0,La Fontaine Golf Club,missing
0,Heritage Golf Club,http://www.heritagewakeforest.com
0,Green Course at Hickory Hills Golf Course,missing
0,Meadow Greens Country Club,missing
0,Onondaga Golf & Country Club,missing
0,Camroden Golf Course,missing
0,Hemlock Golf Course,missing
0,Holyoke Golf Club,missing
0,Corning Country Club,missing
0,Windsor Golf Club,http://www.windsorgolf.com
0,Highlands Cove,http://www.highlandscove.com
0,Croasdaile Country Club,missing
0,Cross Creek Golf Club,missing
0,Uchee Trail Country Club,missing
0,Myrtle Creek Golf Course,http://www.myrtlecreekgolf.com
0,Stoneybrook Golf Club,missing
0,Woodstock Golf Course,missing
0,Mountain Springs Golf & Country Club,http://www.mountainspringsgolf.com
0,Linton Country Club,missing
0,Greenbrier Hills Golf Club,missing
0,East Course at Malone Golf Club,http://www.malonegolfclub.com
0,Whispering Hills Golf Course,missing
0,Par Three Course at Jackson Park Golf Course,missing
0,Echo Lake Country Club,missing
0,South East Course at Rend Lake Golf Course,missing
0,Oak Tree Golf Club,missing
0,Eagle Glen Golf Club,http://www.eagleglengc.com
0,Rockingham Country Club,http://www.rockinghamgolf.com
0,Magnolia Ridge Country Club,missing
0,Brinkley Country Club,missing
0,Nine Hole Course at Maidstone Golf Club,missing
0,Country Club of the South,missing
0,Hansen Park Golf Course,missing
0,Countryside West Golf Club,missing
0,Sehoya Golf Club,missing
0,Irondequoit Country Club,missing
0,North South Course at Tanglewood - The Lion,missing
0,Snowmass Club Golf Course,http://www.snowmassclub.com
0,Lafayette Course at Lafayette Country Club,missing
0,South Course at Bay Palms Golf Complex,missing
0,Hartmanns Deep Valley Golf Course,missing
0,The Azalea Course at Pinewild Country Club,http://www.pinewildcc.com
0,Woods Valley Golf Club,http://www.woodsvalleygolfclub.com
0,Coakley-Russo Memorial Golf Course,missing
0,Willowcreek Course at Willowcreek Golf Course,missing
0,Crestwicke Country Club,missing
0,Boone County Golf Course Recreation Area,missing
0,Green Island Country Club,missing
0,Westchester Golf Course,missing
0,L A Nickell Golf Course,missing
0,Sunland Village Golf Course,missing
0,Stonehenge Golf & Country Club,missing
0,Bradenton Country Club,missing
0,Annapolis Golf Club,missing
0,Creek Seminole Course at Indian Bayou Golf & Country Club,http://www.indianbayougolf.com
0,Maplewood Golf Course,http://www.maplewoodgolfcourse.com
0,Hidden Hills Public Golf Course,missing
0,Hawk Course at Kittyhawk Golf Course,missing
0,Quail Walk Country Club,missing
0,Chenequa Country Club,missing
0,Frosty Valley Country Club,missing
0,Rail Lake Course at Great Gorge Golf Club,missing
0,Santa Rosa Golf & Country Club,missing
0,Regulation Course at Rammler Golf Club,missing
0,Lake Whitney Golf & Tennis Club,missing
0,Highlands Falls Golf Course,missing
0,Chester Golf Club,missing
0,Ranch Meadow Course at Steele Canyon Golf & Country Club,missing
0,Niagara County Golf Course,missing
0,Salmon Run Golf Course,http://www.salmonrun.net
0,Prescott Lakes Golf Club,http://www.prescottlakes.com
0,Pines Course at Edgewood Golf Course,missing
0,The Ocean North Course at Pelican Hill Golf Club,http://www.pelicanhill.com
0,Gackle Country Club,missing
0,Olive Branch Country Club,missing
0,Riverside Recreation Association,missing
0,Canyon Creek Country Club,http://www.canyoncreekclub.com
0,Avila Golf & Country Club,missing
0,Hillcrest Municipal Golf Course,missing
0,Timbers Golf Club,missing
0,Cypress Point Club,missing
0,Parkland Golf Course,missing
0,New Ellenton Golf Course,missing
0,Honey Run Golf & Country Club,missing
0,Farmlinks Golf Club at Pursell Farms,http://www.farmlinksgolfclub.com
0,Brae Loch Golf Course,missing
0,The Meadows Course at Old Channel Trail Golf Course,http://www.octgolf.com
0,Cliff Park Inn & Golf Course,http://www.cliffparkinn.com
0,Burnham Woods Golf Course,http://www.forestpreservegolf.com
0,Classic Course at Otsego Club,http://www.otsegoclub.com
0,Ponderosa Public Golf Course,missing
0,Evansville Country Club,missing
0,Oaks Plantation Country Club,missing
0,Knollwood Fairways,missing
0,Westchase Golf Club,http://www.westchasegc.com
0,Lake Almanor Country Club,missing
0,Highlands Reserve Golf Course,http://www.highlandsreserve-golf.com
0,Balboa Course at Sepulveda Golf Complex,missing
0,Shady Oaks Golf Course,missing
0,Red Course at Forest Oaks Golf Club,missing
0,Kapolei Golf Course,missing
0,River Maple Course at Fowlers Mill Golf Course,missing
0,Stonewall,missing
0,Larry Gannon Municipal Golf Course,missing
0,Pilgrims Run Golf Club,http://www.pilgrimsrun.com
0,Lewis and Clark Course at Country Club of St. Albans,missing
0,Knob View Golf Course,missing
0,Joyce L. Hamm Country Club,missing
0,Copper Basin Golf Club,missing
0,Oak Leaf Country Club,missing
0,Innis Arden Golf Club,missing
0,Stone Ridge Golf Club,missing
0,Northwood Hills Country Club,missing
0,Canyon Course at Forest Highlands Golf Club,http://www.fhgc.com
0,Parshall Golf Club,missing
0,Greene County Country Club,missing
0,Generation I & III Course at Lake Land Village Golf Course,missing
0,Bowling Green Golf Club,http://www.bowlinggreengolf.com
0,West Course at White Pines Golf Course,http://www.whitepinesgolf.com
0,River Links Course at Osage National Golf Club,http://www.osagenational.com
0,Encinitas Ranch Golf Course,http://www.jcgolf.com/encinitas.htm
0,Key Colony Beach Golf & Tennis,missing
0,Stagg Hill Golf Club,missing
0,Lenoir Golf Course,missing
0,Rio Rico Golf Course,missing
0,Paradise Golf Resort,missing
0,Raceway Golf Club,missing
0,Pine Beach East Course at Maddens on Gull Lake,http://www.maddens.com
0,Gateway Cities Golf Club,missing
0,Manada Golf Club,missing
0,Country Club of Hudson,missing
0,Tour 18 Dallas,http://www.tour18golf.com
0,Scripps Park Golf Course,missing
0,Mace Meadow Golf & Country Club,http://www.macemeadow.com
0,Magnolia Azalea Course at Magnolia Greens Golf Plantation,http://www.magnoliagreensgolf.com
0,Atlas Valley Country Club,missing
0,Oregon Trail Country Club,missing
0,Moose Golf Course,missing
0,St. George Golf Club,missing
0,Herbert F. Johnson Park Golf Club,missing
0,Emerald   Wizard Course at Deerfield Country Club,missing
0,Apache Sun Golf Club,missing
0,Wawonowin Country Club,missing
0,Mount Sterling Golf & Country Club,missing
0,Dalton Golf & Country Club,missing
0,Big Blue Course at University Club of Kentucky,missing
0,Mt. Airy Golf & Athletic Club,missing
0,Little River Farm,http://www.littleriver.com
0,River Hills Plantation Country Club,missing
0,Woods Course at Viking Meadows Golf Club,missing
0,Rusty Rail Golf Club,missing
0,TPC Stadium Golf Course at PGA WEST,missing
0,Alcoma Golf Club,missing
0,Chequessett Yacht & Country Club,missing
0,Par 3 Course at Shawnee Hills Golf Course,missing
0,Gulfport Par 3,missing
0,Butte Creek Country Club,http://buttecreekcountryclub.com
0,Creekwood Golf Course,missing
0,Red Rock Golf Course,missing
0,Lansdowne Resort,http://www.lansdowneresort.com
0,Lakewood Course at St. Andrews Golf & Country Club,missing
0,Ebony Golf Course,missing
0,Championship Course at Bon Vivant Country Club,missing
0,Delray Dunes Golf & Country Club,missing
0,Gulf Harbour Yacht & Country Club,missing
0,Monarch Country Club,missing
0,Clarks Grove Golf Course,missing
0,Lake Gaston Country Club,missing
0,Kearney Hills Golf Links,http://www.lfucg.com/ParksRec/Golf/Index.asp
0,Rehoboth Country Club,missing
0,Hood River Golf & Country Club,missing
0,Par 3 Course at Fargo Country Club,missing
0,Del Rio Country Club,missing
0,Hills Course at Red Hawk Golf Club At Wingfield Springs,http://www.wingfieldsprings.com
0,Redlands Country Club,missing
0,Indian Peaks Golf Club,missing
0,Wellman Club,missing
0,Lone Pine Golf & Country Club,missing
0,Poipu Bay Resort Golf Course,missing
0,Thunderhart Golf Course,missing
0,Hope Valley Country Club,missing
0,Stonecrest Golf Course,missing
0,West Course at Oak Tree Country Club,missing
0,Oneida Golf & Riding Club,missing
0,Kingswood Golf Club,missing
0,Pleasant Knolls Course at Turning Stone Casino Resort,http://www.turning-stone.com
0,Cliffs Course at The Glacier Club at Tamarron,http://www.theglacierclub.com/
0,Northwood Golf Club,http://www.northwoodgolf.com
0,Duck Woods Country Club,missing
0,Harvest Hills Golf Course,missing
0,Cerbat Cliffs Golf Course,missing
0,Vista Plantation Golf Course,missing
0,Links9 Bayou Back Course at Bayou Din Golf Club,missing
0,Fonda Golf Course,missing
0,Mississippi Dunes Golf Links,http://www.mississippidunes.com
0,Humboldt Golf & Country Club,missing
0,Highland Country Club,missing
0,Summerland Golf Club,missing
0,Moor Downs Golf Course,missing
0,Rob Roy Golf Course,missing
0,Carlyle Lake Golf Club,missing
0,Shannopin Country Club,missing
0,Country Club of Orangeburg,missing
0,Cassel Hills Golf Course,missing
0,Chevy Chase Country Club,missing
0,South Course at Bretwood Golf Course,missing
0,Osprey Eagle Course at Spring Lake Golf Resort,http://www.springlakegolf.com
0,Riverside Town & Country Club,missing
0,Regulation Course at Mallard Creek Golf Club,missing
0,Doe Valley Golf Center,missing
0,Villa Monterey Public Golf Course,missing
0,Sleeping Buffalo Resort,missing
0,Central West Course at Hide-A-Way Lake,missing
0,River Crest Country Club,missing
0,White Blue Course at Coachmans Golf Resort,missing
0,Blythefield Country Club,missing
0,Dodge County Golf Club,missing
0,Tanglewood Marsh Golf Course,missing
0,Duke University Golf Club,http://www.washingtondukeinn.com/golfclub.html
0,Wampanoag Country Club,missing
0,Bunker Hill Golf Course,missing
0,Old Fort Golf Course,missing
0,Wyandot Golf Course,http://www.wyandotgolf.com
0,Pinecrest Golf & Country Club,http://www.pinecrestgc.com
0,Lake Shore Country Club,missing
0,Calvert City Golf & Country Club,missing
0,Van Buskirk Park Golf Course,missing
0,Carleton Glen Golf Club,missing
0,Bridges at Rancho Santa Fe,http://www.thebridgesrsf.com
0,Mangum Golf Course,missing
0,Cordell Golf Course,missing
0,Norwich Golf Club,missing
0,Byrd Course at Sea Trail Plantation & Golf Resort,missing
0,Red Blue Course at Raber Golf Course,missing
0,Irwin Front Irwin Back Course at Members Club at St. James Plantation,missing
0,North County Country Club,missing
0,Morris Williams Golf Course,missing
0,Paul Harney Golf Club,missing
0,Pike Run Golf Club,http://www.pikerungolf.com
0,Applewood Golf Links,missing
0,Fort Mitchell Country Club,missing
0,Up To Par Golf Course & Driving Range,missing
0,Stadium Course at TPC at Prestancia,missing
0,Ligonier Country Club,missing
0,Live Oak Golf & Country Club,missing
0,Twin Base Golf Club,missing
0,Applewood Hills Golf Course,missing
0,Country Club of Greenfield,missing
0,VFW Country Club,missing
0,Crosswinds Golf Club,http://www.golfcrosswinds.com
0,Cypress Course at Cypresswood Golf Club,http://www.cypresswood.com
0,Bear Creek Golf Course,http://www.bearcreekfc.com/
0,Manhattan Country Club,missing
0,Pinecrest Country Club,missing
0,Luray Caverns Country Club & Resort,missing
0,Fighting Joe Course at The Shoals Golf Club,http://www.rtjgolf.com
0,Lakeside Pines Course at Blue Hill Golf Course,missing
0,Spruce Course at Pine View Golf Club,http://www.pineviewgolf.com
0,North Course at Torrey Pines Municipal Golf Course,http://www.torreypinesgolf.com
0,Red White Course at Limekiln Golf Course,missing
0,New Winchester Golf Course,missing
0,Pleasant Hill Country Club,missing
0,Marada Golf Course,missing
0,Madisonville Country Club,missing
0,Grassy Creek Golf & Country Club,missing
0,Boca Delray Golf & Country Club,missing
0,Wawona Hotel Golf Course,missing
0,Hamptons Golf Club,missing
0,Evergreen Crabapple Course at Chippendale Golf Course,http://www.chippendalegolf.com
0,Richland Golf & Country Club,missing
0,Sleepy Hole Golf Course,missing
0,Red Oak Country Club,missing
0,Outer Links Course at Beach Club Golf Links,http://www.beachclubgolflinks.com
0,Country Club of Harrisburg,missing
0,El Cielo La Vista Course at Desert Princess Country Club,http://www.desertprincesscc.com
0,Lamoni Golf & Country Club,missing
0,Shawnee State Park Golf Resort,missing
0,Jim Ager Memorial Golf Course,missing
0,Dwight Country Club,missing
0,Paramus Golf Course,missing
0,The Ocean South Course at Pelican Hill Golf Club,http://www.pelicanhill.com
0,Kings River Golf Course,missing
0,Orange Citry Golf Club,missing
0,Arcadia Country Club,missing
0,Desert Valley Course at SilverStone Golf Club,http://www.silverstonegolfclub.com
0,Wendigo Golf Club,http://www.grandslamgolf.com
0,Buffer Park Golf Course,missing
0,Paragould Country Club,missing
0,James C. Haggerty North Kern Golf Course,missing
0,Wilson Country Club,missing
0,Valley to Lakes Course at Fairbanks Ranch Country Club,http://www.fairbanksranch.com/default.aspx
0,Orofino Golf Course,missing
0,Sun Prairie Golf Club,missing
0,The North Course at Hartland Glenn Golf Course,missing
0,Douglas Country Club,missing
0,Valley Green Golf Course,missing
0,Crystal Creek Golf Club,missing
0,Ridgeview Country Club,missing
0,Colebrook Country Club,missing
0,North Andover Country Club,missing
0,Gus Wortham Park Golf Course,missing
0,Lansbrook Golf Club,http://www.lansbrook-golf.com
0,White Red Course at North Shore Country Club,missing
0,Calumet Golf Course,missing
0,South Course at Woodmont Country Club,missing
0,Whitehall Country Club,missing
0,Ferguson Farms Golf,missing
0,Persimmon Ridge Golf Club,missing
0,Berry Hills Country Club,missing
0,Spotswood Executive Course at Golden Horseshoe Golf Club,http://www.colonialwilliamsburg.com/visit/recreation/golf/
0,Stoneham Oaks Golf Course,missing
0,Longmeadow Country Club,missing
0,Crow Canyon Country Club,http://www.crow-canyon.com/golf/index.htm
0,Oak Valley Golf Club,missing
0,Chapel Hill Country Club,missing
0,White Course at Ford Hill Country Club,missing
0,Wanaki Golf Course,missing
0,Mooresville Golf Course,http://www.golfmooresville.com
0,Eagle Green Golf Course,missing
0,Pines Golf Club,missing
0,Legend Course at Tahquitz Creek Golf Resort,http://www.palmergolf.com
0,Kahkwa Club,missing
0,SaddleBrooke Tucson Course at SaddleBrooke Country Club,missing
0,Leatherstocking Golf Course,http://www.otesaga.com/golf.htm
0,Rio Vista Golf Club,http://www.riovistagolf.com
0,Mountain Valley Country Club,missing
0,Raleigh Country Club,http://www.raleighcc.com
0,Jimmy Clay Course at Jimmy Clay Roy Kizer Golf Course,missing
0,Executive Course at Riverside Golf Course,missing
0,Deer Creek Village Golf Course,missing
0,Regulation Eighteen Course at Riverside Golf Course,missing
0,Ruth Park Golf Club,missing
0,Cajun Pine Golf Club,missing
0,North-South Course at Nemadji Golf Course,missing
0,Jacksonville Country Club,missing
0,Eagle Ridge,missing
0,Conchas Dam Golf Course,missing
0,Cokato Town & Country Club,missing
0,Ocean Acres Country Club,http://www.allforeclub.com
0,Magnolia Dogwood Course at Callawassie Island Club,missing
0,Blue Red Course at Aeropines Golf Course,missing
0,Divots Golf & Learning Center,missing
0,Joe Mortara Golf Course,missing
0,Oak Shadows,missing
0,Wilcox Oaks Golf Club,missing
0,Oakville Country Club,missing
0,Canyon Hill Course at La Paloma Country Club,http://www.troongolf.com
0,Palm Desert Resort Country Club,http://www.theresorter.com
0,Unity Village Country Club,missing
0,Elkins Ranch Golf Course,missing
0,Fullerton Golf Course,missing
0,Orchards,missing
0,Reid Municipal Golf Course,missing
0,River Lakes Golf Course,missing
0,Grand Haven Golf Club,http://www.hamptongolfclubs.com/GHaven.html
0,Gold Red Course at Bello Woods Golf Course,missing
0,Tacoma Country & Golf Club,missing
0,Kelly Ridge Country Club,missing
0,Country Club Of Johnston County,missing
0,Bay Hills Golf Club,http://www.palmergolf.com
0,Fox Hollow Golf Club,http://www.foxhollowgc.com
0,Arizona Country Club,missing
0,Trails West Golf Course,missing
0,Chanute Country Club,missing
0,Forest Meadows Golf Course,missing
0,Country Club of Green Valley,missing
0,Woodhaven Country Club,missing
0,Oak Marr Golf Complex,missing
0,Palm Beach Country Club,missing
0,Championship Course at Eagle Crest Golf Club,http://www.eaglecrestgolf.com
0,Oakwood Public Golf Course,missing
0,LaFortune Park Course at LaFortune Park Golf Course,missing
0,Golden Oak Golf Club,missing
0,Cypress Magnolia Course at Bacon Park Golf Course,http://www.baconparkgolf.com
0,Homestead Springs Golf Course,http://www.homesteadsprings.com
0,Dayton Golf & Country Club,missing
0,Centerton Golf Club,missing
0,Deer Trail Country Club,missing
0,Hickory Point Golf Course,http://www.decatur-parks.org/golf/courses.htm
0,Sullivan Elks Country Club,missing
0,Walsenburg Golf Course,missing
0,Nine Hole Course at Rolling Green Country Club,missing
0,Cold Springs Golf Course,missing
0,Mendham Golf & Tennis Club,missing
0,Mill Creek Golf Course,missing
0,Eighteen Course at Silver Oaks Golf & Country Club,missing
0,Orchard Trace Golf Club,missing
0,Vassar Golf Course,missing
0,WildHorse Golf Club,http://www.golfwildhorse.com/view.asp?id=276&amp;page=5551
0,Zumbrota Golf Club,missing
0,Fort Cherry Golf Club,missing
0,The Golf Club at Stonelick Hills,http://www.stonelickhills.com/index.htm
0,Ashbourne Country Club,missing
0,Egyptian Country Club,missing
0,Mink Meadows Golf Club,missing
0,Spanish Lakes Fairways,missing
0,Marshall Golf Club,http://www.marshallgolfclub.com/default.html
0,Front & West Course at Southern Hills Country Club,missing
0,Enterprise Country Club,missing
0,Red Gold Course at Flanders Valley Golf Club,missing
0,Kissimmee Golf Club,missing
0,Front 9 Middle 9 Course at Hawk Hollow Golf Course,missing
0,Tregaron Golf Course,missing
0,Mare Island Golf Club,http://www.mareislandgolfclub.com
0,Badger Creek Golf Course,missing
0,Black Creek Club,http://www.blackcreekclub.com
0,Executive Course at Jester Park Golf Club,missing
0,National Golf Links of America,missing
0,Green-Way Golf Course,missing
0,Cheyenne Shadows Golf Course,missing
0,Maple Crest Golf Course,missing
